"scientific_name","common_english","common_indonesian","common_malay","description","image_url","source_url_1","source_url_2","data_source"
"Myiagra alecto","Shining Flycatcher","Sikatan Kilap","","A long-tailed, slender flycatcher with a fine bill. Males are entirely glossy blue-black, while females are chestnut above and white below with a black crown and face. Found in mangroves and moist lowland forests from northern Australia to the Moluccas and Bismarck Archipelago. Status: Common.","https://upload.wikimedia.org/wikipedia/commons/c/c4/Shining_Flycatcher.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=CE626FAD9066606D","https://ebird.org/species/shifly1","birdApp classification_dict"
"Napothera epilepidota","Eyebrowed Wren-Babbler","Berencet berkening","Burung Rimba Bercelak","A tiny skulking babbler with a short tail and large head, brown overall with a pale throat, bold white eyebrow, and white speckling above. Both upperparts and underparts are streaked, with variation across its range. Found in dense undergrowth of evergreen forests from lowlands to submontane zones across South and Southeast Asia.","https://upload.wikimedia.org/wikipedia/commons/6/6a/EYE-BROWED-WREN-BABBLER-NAMDAPHA.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=F8F526E4CF394E70","https://ebird.org/species/eywbab1","birdApp classification_dict"
"Ninox scutulata","Brown Boobook","Burung Pungguk Coklat","Burung Hantu Betamak","A brown hawk-like owl with piercing yellow eyes, a solid brown back, and a white breast with patchy brown spots. Found across South and Southeast Asia in habitats ranging from rainforests to orchards and gardens. Nocturnal, often hunting from exposed perches, and gives a series of rising hoots.","https://upload.wikimedia.org/wikipedia/commons/d/da/Brown_Hawk-Owl_-_Ninox_scutulata.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=B86BF2D36D63F796","https://ebird.org/species/brnhao1","birdApp classification_dict"
"Ninox sumbaensis","Little Sumba Hawk-Owl","Pungguk Sumba","","A small owl (about 23 cm, 90 g) endemic to the Indonesian island of Sumba, found in subtropical/tropical moist lowland primary and secondary forest. It has a grey head with fine dark barring, distinctive white eyebrows, an indistinct facial disc, a large yellow bill, yellow eyes, and no ear tufts; upperparts are light brown with dark wavy markings and underparts whitish with fine dark chevrons. Formally described in 2002; also called Least Boobook in some checklists (Clements/eBird, BirdLife/HBW).","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Least_boobook_%28Ninox_sumbaensis%29_%28cropped%29.jpg/250px-Least_boobook_%28Ninox_sumbaensis%29_%28cropped%29.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=1BE72E49910802CE","https://ebird.org/species/lishao1","manual research"
"Nisaetus cirrhatus","Crested Hawk-Eagle","Burung Elang Brontok","Burung Helang Hindik","A large forest-dwelling raptor with highly variable plumage, ranging from pale to dark, giving it the name 'changeable.' It has a long crest, feathered tarsi, and powerful build, preying on birds, mammals, and reptiles. Found widely across South and Southeast Asia in diverse habitats, showing strong adaptability.","https://upload.wikimedia.org/wikipedia/commons/e/e0/Spiza_cirrha_051120_2647_crta.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=2C0FA6E3E4B0795E","https://ebird.org/species/y00839","birdApp classification_dict"
"Nyctyornis amictus","Red-bearded Bee-eater","Burung Cirik-cirik Kumbang","Berek-Berek Tunggal","A large, unmistakable leaf-green bee-eater with a red 'beard' extending from crown to belly. It hunts flying insects from perches in mid to upper forest levels. Found in lowland and foothill forests of Southeast Asia, often in forest openings.","https://upload.wikimedia.org/wikipedia/commons/a/af/Red-bearded_Bee-eater_%28Female%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=793BF787C5F18182","https://ebird.org/species/rbbeat1","birdApp classification_dict"
"Origma murina","Rusty Mouse-warbler","Tepustikus Merah","","A small, secretive warbler with rusty underparts, gray-brown back, blackish crown front, and a white chin and throat. Found in lowland and montane forests of Indonesia and Papua New Guinea, often in the understory. More often heard than seen, giving a high-pitched, whistled song.","https://upload.wikimedia.org/wikipedia/commons/b/b0/Naturalis_Biodiversity_Center_-_RMNH.AVES.135542_1_-_Crateroscelis_murina_murina_%28Sclater%2C_1858%29_-_Acanthizidae_-_bird_skin_specimen.jpeg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=C53C2B2E8F90C196","http://ebird.org/species/rumwar1","birdApp classification_dict"
"Oriolus xanthonotus","Dark-throated Oriole","Kepudang hutan","","A streak-breasted oriole with a long pink bill and dark red eyes. Males are yellow with a black hood and dark wings, while females are olive-green above. Found in lowland and hill forests of Southeast Asia, replaced by Ventriloquial Oriole in northern Borneo. Usually forages in upper forest levels, singly or in pairs.","https://upload.wikimedia.org/wikipedia/commons/f/f0/Dark-throated_Oriole.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=8AD3A10DB32CD973","https://ebird.org/species/datori1","birdApp classification_dict"
"Orthotomus atrogularis","Dark-necked Tailorbird","Burung Cinenen Belukar","Burung Perenjak Belukar","A bright tailorbird with olive upperparts, pale underparts, and a rufous crown. Males show a distinctive dark neck patch, though it can be hard to see. Found in lowland forests, edges, and gardens, usually staying hidden in dense vegetation. Its song is a series of trilled phrases, often in duets, with sharp nasal calls.","https://upload.wikimedia.org/wikipedia/commons/f/fa/Dark-necked_Tailorbird.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=69618EFBCA0FC9F0","https://ebird.org/species/dantai1","birdApp classification_dict"
"Orthotomus ruficeps","Ashy Tailorbird","Burung Cinenen Kelabu","Burung Perenjak Bukit","A small, bright tailorbird with olive upperparts, rufous crown, and pale underparts. It inhabits lowland forests and mangroves across Southeast Asia, including Brunei, Indonesia, Malaysia, and the Philippines. Usually active in dense vegetation, often giving sharp calls.","https://upload.wikimedia.org/wikipedia/commons/d/d3/Ashy_Tailorbird_%28Orthotomus_ruficeps_cineraceus%29.jpg","https://ebird.org/species/ashtai1","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=6C405431C82AF2DD","birdApp classification_dict"
"Orthotomus sepium","Olive-backed Tailorbird","Cinenen Jawa","","A small, active tailorbird with a grayish body, orange face, and long thin bill, often holding its tail cocked. Both sexes look similar, though females are paler with a whiter throat. Found in lowland and foothill edges, gardens, scrub, and secondary growth across Southeast Asia. Very similar to Ashy Tailorbird but shows faint olive wash above and yellowish belly tinge.","https://upload.wikimedia.org/wikipedia/commons/f/f0/Orthotomus_sepium_1838.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=57FE408FF28ADEA6","https://ebird.org/species/olbtai1","birdApp classification_dict"
"Orthotomus sericeus","Rufous-tailed Tailorbird","Burung Cinenen Merah","Burung Perenjak Ekor Merah","A small tailorbird with olive upperparts, pale underparts, and a distinctive rufous tail. Found in forests and mangroves across Southeast Asia, including Brunei, Indonesia, Malaysia, and the Philippines. Often active in dense vegetation, moving singly or in pairs with sharp calls.","https://upload.wikimedia.org/wikipedia/commons/8/89/Rufous-tailed_tailorbird.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=D127FAAF4E9DCD94","https://ebird.org/species/ruttai1","birdApp classification_dict"
"Orthotomus sutorius","Common Tailorbird","Burung Cinenen Pisang","Burung Perenjak Pisang","A small songbird with a long upright tail, greenish upperparts, and a rust-colored crown and forehead. Common across tropical Asia in gardens, scrub, farmland, and forest edges, often betrayed by its loud calls despite staying hidden in vegetation. Famous for sewing leaves together with plant fibers or spider silk to build its nest.","https://upload.wikimedia.org/wikipedia/commons/7/73/Orthotomus_sutorius.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=AF5B727B6F62E69D","https://ebird.org/species/comtai1","birdApp classification_dict"
"Otus alfredi","Flores Scops-Owl","Celepuk Flores","","A small owl (19-21 cm) endemic to Flores, Indonesia, with yellow eyes, a pale/orange-yellow bill, reddish rictal bristles, short rounded ear-tufts, white vermiculation on the forehead, dark rufous neck feathers with white bases, and white scapular spots. It inhabits montane forest at roughly 1,000-1,400 m elevation (recent records also show it in drier monsoon forest at lower altitudes). Its distinctive call is a rapid, staccato series delivered in bouts up to several minutes long.","https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Otus_alfredi_-_Peter_Ericsson_-_641739595.jpeg/250px-Otus_alfredi_-_Peter_Ericsson_-_641739595.jpeg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=B25E9418CB873BAF","https://birdsoftheworld.org/bow/species/flsowl1/cur/introduction","manual research"
"Otus lempiji","Sunda Scops Owl","Celepuk","Hantu Reban","A small brown scops-owl with large dark eyes and short ear tufts. Distinguished from similar scops-owls by its nearly black eyes and overall coloration. Found in forests, gardens, plantations, and parks across the Sunda Islands. More often heard than seen, giving yelping hoots at intervals.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Sunda_scops_owl_singapore.jpg/960px-Sunda_scops_owl_singapore.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=E7BDCB92A6991E3B","https://ebird.org/species/susowl2","birdApp classification_dict (image URL replaced, original was dead/rejected)"
"Otus magicus","Moluccan Scops Owl","Celepuk Maluku","","A small scops-owl with ear tufts, yellow eyes, bold streaked underparts, and patterned upperparts with white wing marks. Found in forests and plantations of the Maluku and Lesser Sunda Islands. Best told from similar species by its dark crown and frog-like croaking call","https://upload.wikimedia.org/wikipedia/commons/8/8e/Moluccan_Scops_Owl.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A83F14B2D29C49BA","https://ebird.org/species/mosowl1","birdApp classification_dict"
"Otus rufescens","Reddish Scops Owl","Burung Celepuk Merah","Burung Hantu Merah","A small owl with dark red eyes, soft ear tufts, and lightly speckled underparts. Found in lowland and foothill forests of Southeast Asia. More often heard than seen, giving quiet whistled hoots at intervals.","https://upload.wikimedia.org/wikipedia/commons/b/bc/Naturalis_Biodiversity_Center_-_ZMA.AVES.56960_-_Otus_rufescens_Horsfield%2C_1821_-_Strigidae_-_skin_specimen.jpeg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=7380A531685200D5","https://ebird.org/species/resowl1","birdApp classification_dict"
"Otus spilocephalus","Mountain Scops Owl","Burung Celepuk Gunung","Burung Hantu Gunung","A small brown owl of montane broadleaf forests, dark above and pale below, with bright yellow eyes. Shows frosty white brows and a contrasting white stripe on the back, with shorter ear tufts than Collared Scops-Owl. Gives long series of soft double hoots at intervals.","https://upload.wikimedia.org/wikipedia/commons/a/a2/Mountain_Scops_Owl_%283%29a.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A0AD0888294557B8","https://ebird.org/species/mosowl2","birdApp classification_dict"
"Pachycephala cinerea","Mangrove Whistler","Burung Kancilan Bakau","Burung Murai Bakau","A small, drab bird with brown-gray upperparts and white underparts, lacking strong markings. Found mainly in mangrove forests but also in nearby vegetation. Song consists of ringing or complex whistled phrases depending on region.","https://upload.wikimedia.org/wikipedia/commons/1/12/Mangrove_Whistler.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=FDD9B522D60871E6","https://ebird.org/species/manwhi1","birdApp classification_dict"
"Pachycephala grisola","Mangrove Whistler","Kancilan Bakau","Murai Bakau","A drab, unobtrusive bird (15.5-17 cm) with a thick black bill, slaty-grey crown, brown upperparts, and white underparts with a greyish-washed breast and duller throat. It inhabits mangroves and adjacent well-vegetated habitats (coastal scrub, plantations, wooded gardens, swamp forest) across South and Southeast Asia, and typically sits still for long periods among foliage, more often heard than seen. Note: Pachycephala grisola is a taxonomic synonym used by older checklists (IOC v1.0-1.7, Clements through ~2010); current authorities use Pachycephala cinerea for the same species.","https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Mangrove_Whistler.jpg/250px-Mangrove_Whistler.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=FDD9B522D60871E6","https://ebird.org/species/manwhi1","manual research"
"Pachycephala hypoxantha","Bornean Whistler","Kancilan Kalimantan","","The Bornean whistler. The upperparts are dark olive and the underparts yellow, with males usually brighter than females. Found in the central highland forests of Borneo, foraging at middle levels and joining mixed flocks. Still fairly common in its natural range and often detected by its loud, bright song.","https://upload.wikimedia.org/wikipedia/commons/9/9c/Bornean_Whistler_%28Pachycephala_hypoxantha_hypoxantha%29.jpg","https://avibase.ca/D99B20DF","https://ebird.org/species/borwhi1","birdApp classification_dict"
"Pachycephala sulfuriventer","Sulphur-bellied Whistler","Kancilan Perut-kuning","","The Sulphur-vented whistler. A sparrow-sized songbird with a thick bill, rich brown upperparts, and whitish underparts washed yellow on the lower belly and undertail. Juveniles show a gray head and rufous tones in the plumage. Found in the forested foothills and mountains of Sulawesi, often in pairs within mixed flocks, and still fairly common in its restricted range.","https://upload.wikimedia.org/wikipedia/commons/3/3f/Kencilan_perut-kuning.JPG","https://avibase.ca/19C021C4","https://ebird.org/species/subwhi1","birdApp classification_dict"
"Parus cinereus","Cinereous Tit","Gelatuk-batu kelabu","","The Cinereous tit. A robust songbird with a black head, white cheek, and a black stripe running down the white belly, with gray wings and sometimes a greenish tinge near the shoulder. Juveniles appear duller, replacing the black with gray. Found widely from India to Indonesia in habitats ranging from dense hill forests to city parks, and remains a very common and vocal species.","https://upload.wikimedia.org/wikipedia/commons/b/b8/Cinereous_tit_%28Parus_cinereus%29_Photograph_by_Shantanu_Kuveskar.jpg","https://avibase.ca/99CF4A04","https://ebird.org/species/cintit13","birdApp classification_dict"
"Pelargopsis capensis","Stork-billed Kingfisher","Pekaka Emas","","The Stork-billed kingfisher. A massive kingfisher with an olive-brown head, dark green-blue upperparts, and buff underparts, with bluer wings and tail and a large scarlet bill. Juveniles show dusky edges to the feathers of the breast and hindneck. Found along rivers, streams, and large water bodies with vegetated banks across South and Southeast Asia, and remains a widespread but often locally sparse resident.","https://upload.wikimedia.org/wikipedia/commons/c/cc/Stork-billed_Kingfisher_I_IMG_7407.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=2B0E883A7691DF70","https://ebird.org/species/stbkin1","birdApp classification_dict"
"Pellorneum bicolor","Ferruginous Babbler","Pelanduk Merah","","The Ferruginous babbler. A reddish-brown bird with white underparts, warmer in tone than the similar White-chested babbler. Often forages in small flocks at the lower and middle levels of lowland and foothill forests. Found from Myanmar through Thailand to Borneo and Sumatra, and still fairly common in suitable habitats.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Pellorneum_bicolor_127653153_%28cropped%29.jpg/500px-Pellorneum_bicolor_127653153_%28cropped%29.jpg","https://avibase.ca/D4A0A875","https://ebird.org/species/ferbab1","birdApp classification_dict"
"Pellorneum capistratoides","Bornean Black-capped Babbler","","","The Bornean black-capped babbler. A chunky brown babbler with a dark face and crown, white eyebrows, a bright white throat, and an orange breast. It scurries on the forest floor through leaf litter, either alone or in pairs. Endemic to Borneo, it inhabits lowland and foothill forests and remains regularly encountered in its natural range.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Black-capped_Babbler_0A2A0944_%28cropped%29.jpg/500px-Black-capped_Babbler_0A2A0944_%28cropped%29.jpg","https://avibase.ca/2510ED3A","https://ebird.org/species/bbcbab1","birdApp classification_dict"
"Pellorneum celebense","Sulawesi Babbler","Pelanduk Sulawesi","","The Sulawesi babbler. A small, plump brown bird with long legs and pale whitish to buff underparts, plain in overall appearance. Usually found singly or in pairs on or near the ground in the understory of lowland and foothill forests and forest edges. Endemic to Sulawesi and nearby islands, it is the only babbler in its range and remains a common and vocal species.","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Pelanduk_sulawesi.JPG/1920px-Pelanduk_sulawesi.JPG","https://avibase.ca/F876CBEE","https://ebird.org/species/sulbab1","birdApp classification_dict"
"Pellorneum malaccense","Short-tailed Babbler","Pelanduk Ekor-pendek","","The Short-tailed babbler. A long-legged brown babbler with a very short tail, pale underparts, and a gray face giving a slightly moustached look. It forages close to the ground in lowland and foothill evergreen forests, usually alone or in pairs. Found in Peninsular Malaysia, Singapore, Thailand, Sumatra, and Borneo, and currently assessed as Near Threatened.","https://upload.wikimedia.org/wikipedia/commons/2/2a/Malacocincla_malaccensis.jpg","https://avibase.ca/BF150AB3","https://ebird.org/species/shtbab1","birdApp classification_dict"
"Pellorneum nigrocapitatum","Malayan Black-capped Babbler","","","The Malayan black-capped babbler. A chunky brown babbler with a dark crown, gray face, bright white throat, and an orange breast. It forages on the forest floor, rummaging through leaf litter alone or in pairs. Endemic to the Malay Peninsula and nearby islands including Sumatra, Bangka, Belitung, and Natuna, it inhabits lowland and foothill forests and remains regularly encountered in its range.","https://upload.wikimedia.org/wikipedia/commons/d/d7/Pellorneum_nigrocapitatum_nigrocapitatum_232080931_%28cropped%29.jpg","https://avibase.ca/C6F6347F","https://ebird.org/species/bkcbab1","birdApp classification_dict"
"Pellorneum pyrrogenys","Temminck's Babbler","Kancilan merah","","Temminck’s babbler. A small, warm brown babbler with a white throat, a dark crown, and a variable face color from gray to cinnamon-brown. It keeps to the shadowy forest floor and dense undergrowth of lowland and foothill forests, often hard to spot. Found in Borneo and Java, it remains regularly encountered in suitable habitats.","https://upload.wikimedia.org/wikipedia/commons/6/69/Temminck%27s_Babbler_0A2A6905.jpg","https://avibase.ca/0CA4E55F","https://ebird.org/species/tembab1","birdApp classification_dict"
"Pellorneum rostratum","White-chested Babbler","","","A small brown bird with white underparts, duller and grayer than the similar Ferruginous babbler. It forages on the ground in wet lowland areas, especially along rivers and in coastal mangroves, and is usually seen in pairs. Endemic to specialized habitats, it remains localized within its range and is currently assessed as Near Threatened.","","https://avibase.ca/B5700CD9","https://ebird.org/species/whcbab1","birdApp classification_dict"
"Pellorneum tickelli","Buff-breasted Babbler","","","The Buff-breasted babbler. A brown babbler with long legs and a long tail, averaging paler below and nearly unmarked overall. It keeps close to the ground in foothill forests with dense undergrowth, often foraging quietly in cover. Widely distributed from South to Southeast Asia, it remains a common species throughout much of its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Buff-breasted_Babbler_0A2A5484_%28cropped%29.jpg/1280px-Buff-breasted_Babbler_0A2A5484_%28cropped%29.jpg","https://avibase.ca/F013EAF4","https://ebird.org/species/bubbab1","birdApp classification_dict"
"Pericrocotus speciosus","Scarlet Minivet","Sepah Hutan","","The Scarlet minivet. A brightly colored songbird with males ranging from scarlet to orange or yellow with black upperparts, while females are grayish with yellow underparts and a yellow forehead. Both sexes show distinctive blotches on the wings, unlike other minivets. Found across South and Southeast Asia in forests and wooded habitats, it forages high in the canopy, often in mixed flocks, and remains a common resident throughout its range.","https://upload.wikimedia.org/wikipedia/commons/2/2e/20221225_Pericrocotus_speciosus.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=BE3E7AFD48C7ABBD","https://ebird.org/species/scamin1","birdApp classification_dict"
"Philemon buceroides","Helmeted Friarbird","Burung madu besar Cikus-kua","","The Helmeted friarbird. A large brownish honeyeater with bare black facial skin and a long pointed bill topped by a small rounded horn, darker above and paler below. It inhabits coastal northern Australia from Queensland to the Northern Territory in habitats ranging from mangroves and forests to gardens and parks, with one subspecies adapted to inland sandstone areas. Widespread and often common, it is noisy and conspicuous, giving a range of harsh, loud calls.","https://upload.wikimedia.org/wikipedia/commons/a/a3/Helmeted_friarbird_cairns09.JPG","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=432B6CF1D18912EC","https://ebird.org/species/helfri1","birdApp classification_dict"
"Philentoma pyrhoptera","Rufous-winged Philentoma","Philentoma Sayap-merah","Sambar Sayap Merah","The Rufous-winged philentoma. An ambiguous-looking forest bird resembling a mix of monarch and paradise-flycatcher. Males show either rufous wings with a white belly or are entirely gray-blue, while females are grayish above with rufous wings and tail. It inhabits lowland and hill forests from Myanmar to Borneo, hunting from perches at lower to middle levels. Its song is a short pair of whistled notes, often with harsh chattering calls.","https://upload.wikimedia.org/wikipedia/commons/1/14/Philentoma_pyrhoptera_1838.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=B47222762DF6F787","https://ebird.org/species/ruwphi2","birdApp classification_dict"
"Philentoma velata","Maroon-breasted Philentoma","Philentoma Kerudung","Sambar Dada Ungu","The Maroon-breasted philentoma. A slender forest bird with dark slaty-blue plumage, black face, and a maroon breast patch in males, while females lack the patch but show a dark throat. Found in lowland and foothill forests, it forages quietly at middle levels and gives clear whistled songs alongside harsh churring calls. Classified as Near Threatened.","https://i.pinimg.com/736x/70/38/96/703896c8ac0e2e81c0e6ed650d30a833.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=5D96E28C6DA0A113","https://ebird.org/species/mabphi2","birdApp classification_dict"
"Phodilus badius","Oriental Bay-Owl","Serak Bukit","Jampok Pantai","The Oriental bay owl. A small nocturnal owl with a highly angular head and a heart-shaped facial disc marked by short rounded tufts. Chestnut-brown above and pale grayish below with light spotting on the sides, its dark eyes stand out against the pale face. Found in evergreen forests, mangroves, and other wooded habitats across South and Southeast Asia, it remains locally common though often difficult to see.","https://upload.wikimedia.org/wikipedia/commons/b/b2/Oriental_Bay_Owl_0A2A6329.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=F14E4D4551792643","https://ebird.org/species/orbowl1","birdApp classification_dict"
"Phyllergates cucullatus","Mountain Tailorbird","Cinenen Gunung","Perenjak Gunung","The Mountain tailorbird. A tiny warbler with a long bill and a frequently cocked tail, green above and yellow below with a pale gray throat and bright orange forehead. It stays low in the brushy undergrowth of hill and submontane forest, often solitary but sometimes in small mixed flocks. Widely distributed across South and Southeast Asia, it remains a fairly common bird within its range.","https://upload.wikimedia.org/wikipedia/commons/b/b8/Mountain_Tailorbird_0A2A2707.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=39C48CCA46FF4DF4","https://ebird.org/species/moutai2","birdApp classification_dict"
"Phylloscopus montis","Yellow-breasted Warbler","Cikrak Dada-kuning","","The Yellow-breasted warbler. A small, brightly colored warbler with an orange-brown head, white eye-ring, and yellow underparts. It inhabits montane and submontane forests on Sumatra, Borneo, and Palawan, usually foraging in mixed flocks. The species remains fairly common in suitable forest habitats across its range.","https://www.oiseaux.net/photos/raphael.jordan/images/pouillot.a.poitrine.jaune.rajo.2g.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=1AFEC0046DCF470F","https://ebird.org/species/yebwar2","birdApp classification_dict"
"Phylloscopus poliocephalus","Island Leaf-Warbler","Cikrak pulau","","The Island leaf warbler. A small warbler with a pale eyebrow, dull greenish upperparts, white throat, and yellowish underparts, sometimes showing a faint central crown stripe. It inhabits lowland and hill forests across the Moluccas to the Solomon Islands, often joining mixed-species flocks. The species remains fairly common throughout its range, despite small variations among populations.","https://www.shanghaibirding.com/wp-content/uploads/2016/05/warbler-pale-legged-leaf014-825x510.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=374D1293E4FC3E0C","https://ebird.org/species/islwar1","birdApp classification_dict"
"Phylloscopus trivirgatus","Mountain Leaf-Warbler","Cikrak Daun","Cekup Daun Gunung","The Mountain leaf warbler. A small leaf warbler with a patterned head, including a black eye-stripe, pale eyebrow, and central crown stripe; upperparts yellowish green and underparts bright yellow. It inhabits montane rainforests throughout Sundaland, often foraging in the upper forest levels. The species remains fairly common across its range.","https://malaysia.birding.day/taxons/615/fronpic1.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=729B0E984FE43A61","https://ebird.org/species/mouwar2","birdApp classification_dict"
"Picus puniceus","Crimson-winged Woodpecker","Pelatuk Sayap-merah","Belatuk","The Crimson-winged woodpecker. A medium-sized woodpecker with greenish body, bright red wings and crown, yellow crest, cream-speckled sides, and pale blue-gray “spectacles”; males have a greener face and a maroon mustache stripe. It inhabits primary and secondary forests, lowlands to lower montane areas, as well as plantations and logged tracts, often foraging on trunks and large branches in pairs or mixed flocks. The species remains regularly encountered throughout its range in Southeast Asia.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/0A2A0885_Crimson-winged_Woodpecker.jpg/1920px-0A2A0885_Crimson-winged_Woodpecker.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=3425FAE7632952A3","https://ebird.org/species/crwwoo1","birdApp classification_dict"
"Pitta guajana","Malayan Banded Pitta","","","Refers to the same species as Hydrornis irena (see that entry) under an older, broader taxonomy -- training data folder names for this label reference ""ssp. irenae,"" the exact subspecies later split out as Hydrornis irena. A colorful pitta with bold black, yellow, and chestnut barring and a distinctive blue tail, inhabiting forests of Thailand, the Malay Peninsula, and Sumatra.","https://upload.wikimedia.org/wikipedia/commons/e/e1/Hydrornis_irena_-_Sri_Phang_Nga.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=6B071C0337EACFC9","","manual research"
"Pitta maxima","Ivory-breasted Pitta","Paok Halmahera","","The Ivory-breasted pitta. A large, plump, short-tailed, long-legged forest bird with black upperparts, white underparts, a red lower belly, and a silvery-blue shoulder patch; juveniles are duller with buff underparts. It inhabits humid lowland and hill forests in North Maluku, Indonesia, usually found singly or in pairs and foraging on the ground. The species remains regularly encountered within its limited range.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Ivory-breasted_Pitta_0A2A6126_%28cropped%29.jpg/500px-Ivory-breasted_Pitta_0A2A6126_%28cropped%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=1F85F07D77211204","https://ebird.org/species/ivbpit1","birdApp classification_dict"
"Pitta sordida","Western Hooded Pitta","Paok hijau","","The Hooded pitta. A striking forest bird with an emerald-green body, black head, ruby-red lower belly, powder-blue wing patch, and a warm brown crown stripe in birds from the Himalayas eastward. It inhabits a variety of wooded habitats from deep forests to plantations and can occasionally turn up in urban parks. The species remains fairly common and widespread throughout much of its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Hooded_Pitta%2C_crop.jpg/960px-Hooded_Pitta%2C_crop.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=7205A7031EECD20C","https://ebird.org/species/wehpit1","birdApp classification_dict (image URL replaced, original was dead/rejected)"
"Pityriasis gymnocephala","Bornean Bristlehead","Tiongbatu Kalimantan","Burung Jambul","The Bornean bristlehead. A unique forest passerine with an incandescent head and dark, heavy hooked bill, giving it a top-heavy appearance. It inhabits the canopy of lowland and foothill primary dipterocarp and peatswamp forests in Borneo, often seen in small flocks and vocal with chattering notes and nasal whistles. The species is classified as Vulnerable and remains uncommon within its restricted range.","https://upload.wikimedia.org/wikipedia/commons/4/4e/Naturalis_Biodiversity_Center_-_ZMA.AVES.38134_-_Pityriasis_gymnocephala_Temminck%2C_1835_-_Pityriasidae_-_skin_specimen.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=5B196640E6C8DDC9","https://ebird.org/species/borbri1","birdApp classification_dict"
"Platysmurus aterrimus","Bornean Black Magpie","","","The Bornean black magpie. A glossy black treepie with a long tail, heavy hooked bill, and a small crest tuft. It inhabits lowland and foothill forests in Borneo, often moving in pairs or flocks, sometimes joining mixed-species groups. The species remains fairly common within its restricted range.","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/%28Bornean%29_Black_Magpie.jpg/500px-%28Bornean%29_Black_Magpie.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=93908467301F89DC","https://ebird.org/species/blkmag2","birdApp classification_dict"
